Activity,acc_rh_x_mean,acc_rh_x_median,acc_rh_x_std,acc_rh_x_iqr,acc_rh_x_max,acc_rh_x_min,acc_rh_y_mean,acc_rh_y_median,acc_rh_y_std,acc_rh_y_iqr,acc_rh_y_max,acc_rh_y_min,acc_rh_z_mean,acc_rh_z_median,acc_rh_z_std,acc_rh_z_iqr,acc_rh_z_max,acc_rh_z_min,gyro_rh_x_mean,gyro_rh_x_median,gyro_rh_x_std,gyro_rh_x_iqr,gyro_rh_x_max,gyro_rh_x_min,gyro_rh_y_mean,gyro_rh_y_median,gyro_rh_y_std,gyro_rh_y_iqr,gyro_rh_y_max,gyro_rh_y_min,gyro_rh_z_mean,gyro_rh_z_median,gyro_rh_z_std,gyro_rh_z_iqr,gyro_rh_z_max,gyro_rh_z_min
lefttoright,0.64968,0.82789,0.70315,0.7047,0.51039,0.51039,0.93731,0.74168,0.57252,0.51565,0.43142,0.43142,0.13508,0.16462,0.68234,0.56125,0.19678,0.19678,0.78734,1.0,0.86606,0.74079,0.8606,0.8606,0.69446,0.53713,0.61305,0.51852,0.72722,0.72722,0.35544,0.52233,0.77662,0.86808,0.34317,0.34317
lefttoright,0.7806,0.78984,0.91646,0.94961,0.91849,0.91849,0.8529,0.50851,0.60244,0.45432,0.47499,0.47499,0.11974,0.1889,0.67665,0.63024,0.19678,0.19678,0.84813,0.99451,0.8307,0.68128,0.8606,0.8606,0.72786,0.47818,0.71182,0.68429,0.72722,0.72722,0.32609,0.37816,0.84268,0.87632,0.65808,0.65808
lefttoright,0.95906,0.78984,0.90565,0.7936,0.91849,0.91849,0.78557,0.46827,0.66622,0.55023,0.47499,0.47499,0.12035,0.19155,0.7769,0.62994,0.57559,0.57559,0.60265,0.49268,0.8136,0.72584,0.72763,0.72763,0.48421,0.33608,0.60712,0.45876,0.45088,0.45088,0.6785,0.57961,0.76686,0.75933,0.65808,0.65808
lefttoright,0.78847,0.83805,0.82813,0.77556,0.59709,0.59709,0.74514,0.60528,0.60583,0.55038,0.38448,0.38448,0.12119,0.17127,0.72665,0.53792,0.57559,0.57559,0.78415,0.78323,0.84206,0.79428,0.82088,0.82088,0.71209,0.48481,0.54219,0.47677,0.51378,0.51378,0.52918,0.49931,0.64761,0.60322,0.33805,0.33805
lefttoright,0.65083,0.66833,0.7626,0.84725,0.59709,0.59709,0.2639,0.22122,0.54981,0.48192,0.22738,0.22738,0.03367,0.09845,0.63192,0.64988,0.37144,0.37144,0.76218,0.71884,0.8892,0.83447,0.83437,0.83437,0.62999,0.41307,0.52718,0.50042,0.51378,0.51378,0.41477,0.48737,0.72824,0.65122,0.35603,0.35603
lefttoright,0.70198,0.42281,0.79856,0.66439,0.96106,0.96106,0.41933,0.22122,0.65716,0.60197,0.49432,0.49432,0.01758,0.08514,0.77858,0.70127,0.37144,0.37144,0.7001,0.46887,0.90086,0.84143,0.85852,0.85852,0.61472,0.5273,0.5879,0.51172,0.45759,0.45759,0.36197,0.4981,0.81724,0.81369,0.35603,0.35603
lefttoright,0.68718,0.36216,0.92143,0.62753,0.96106,0.96106,0.87701,0.73792,0.70612,0.57877,0.67751,0.67751,0.13848,0.2002,0.73364,0.65053,0.2343,0.2343,0.92905,0.96945,0.92248,0.87468,0.89579,0.89579,1.0,1.0,0.63481,0.44319,0.49243,0.49243,0.39996,0.60194,0.74976,0.79244,0.32687,0.32687
lefttoright,0.42229,0.23048,0.78382,0.54068,0.56387,0.56387,0.46296,0.37083,0.72675,0.65992,0.67751,0.67751,0.12326,0.21484,0.72319,0.68639,0.14101,0.14101,0.87442,0.90254,0.90901,0.79103,0.89579,0.89579,0.55285,0.69865,0.71169,0.60723,0.49243,0.49243,0.56315,0.78816,0.70041,0.63833,0.32687,0.32687
lefttoright,0.59095,0.4001,0.63633,0.64474,0.42264,0.42264,0.35519,0.35198,0.63574,0.66819,0.24333,0.24333,0.14268,0.23646,0.69807,0.70539,0.15152,0.15152,0.70466,0.5191,0.8645,0.78969,0.77737,0.77737,0.36657,0.48686,0.7084,0.6187,0.70694,0.70694,0.76769,0.73001,0.72306,0.64443,0.48962,0.48962
lefttoright,0.72,0.58486,0.79182,0.71684,0.42264,0.42264,0.25279,0.3683,0.56567,0.54844,0.2059,0.2059,0.21102,0.29698,0.66352,0.69078,0.28306,0.28306,0.80933,0.82055,0.85706,0.76437,0.82408,0.82408,0.2018,0.33379,0.69925,0.6272,0.70694,0.70694,0.51744,0.45068,0.71635,0.6581,0.48962,0.48962
lefttoright,0.48061,0.49373,0.78387,0.70552,0.42524,0.42524,0.25184,0.37271,0.56345,0.53626,0.21695,0.21695,0.0864,0.07151,0.71054,0.7855,0.28306,0.28306,0.68692,0.61376,0.75772,0.71329,0.82408,0.82408,0.0,0.04478,0.8348,0.76206,0.62948,0.62948,0.38118,0.57131,0.66807,0.72477,0.24897,0.24897
lefttoright,0.73511,0.50886,0.88853,0.74959,0.94913,0.94913,0.73578,0.71215,0.67495,0.51257,0.67506,0.67506,0.0,0.0,0.7162,0.65966,0.27184,0.27184,0.42901,0.30137,0.75568,0.68002,0.80062,0.80062,0.37037,0.32465,1.0,1.0,1.0,1.0,0.58573,0.60869,0.72877,0.72741,0.68943,0.68943
