Activity,acc_rh_x_mean,acc_rh_x_median,acc_rh_x_std,acc_rh_x_iqr,acc_rh_x_max,acc_rh_x_min,acc_rh_y_mean,acc_rh_y_median,acc_rh_y_std,acc_rh_y_iqr,acc_rh_y_max,acc_rh_y_min,acc_rh_z_mean,acc_rh_z_median,acc_rh_z_std,acc_rh_z_iqr,acc_rh_z_max,acc_rh_z_min,gyro_rh_x_mean,gyro_rh_x_median,gyro_rh_x_std,gyro_rh_x_iqr,gyro_rh_x_max,gyro_rh_x_min,gyro_rh_y_mean,gyro_rh_y_median,gyro_rh_y_std,gyro_rh_y_iqr,gyro_rh_y_max,gyro_rh_y_min,gyro_rh_z_mean,gyro_rh_z_median,gyro_rh_z_std,gyro_rh_z_iqr,gyro_rh_z_max,gyro_rh_z_min
circle,0.14883,0.35853,0.07971,0.09224,0.03517,0.03517,0.31511,0.29544,0.068,0.09682,0.08625,0.08625,0.86676,0.95279,0.05583,0.10999,0.34905,0.34905,0.56534,0.67058,0.43054,0.49573,0.22438,0.22438,0.83477,0.81896,0.2126,0.23871,0.22492,0.22492,0.49353,0.32162,0.08627,0.17077,0.115,0.115
circle,0.0337,0.0,0.12441,0.12272,0.19316,0.19316,0.40103,0.42311,0.07877,0.12138,0.09586,0.09586,0.81101,0.87776,0.08314,0.10681,0.34905,0.34905,0.82308,0.85521,0.47341,0.57247,0.38598,0.38598,0.41643,0.77169,0.24627,0.26311,0.18937,0.18937,0.6356,0.51134,0.16447,0.20059,0.15491,0.15491
circle,0.35037,0.1949,0.17946,0.16534,0.31134,0.31134,0.47738,0.48183,0.12177,0.12624,0.15028,0.15028,0.71622,0.82217,0.0885,0.1318,0.29796,0.29796,0.43794,0.75733,0.63335,0.60305,0.39608,0.39608,0.0,0.36351,0.30926,0.26656,0.29346,0.29346,0.59797,0.51134,0.23858,0.32971,0.18411,0.18411
circle,0.55944,0.4925,0.2122,0.21808,0.31134,0.31134,0.25983,0.21995,0.21064,0.23296,0.20867,0.20867,0.67558,0.79068,0.14734,0.19184,0.30118,0.30118,0.0,0.2144,0.79208,0.81986,0.39608,0.39608,0.59837,0.6398,0.35424,0.28767,0.309,0.309,0.33761,0.15799,0.25548,0.31626,0.27216,0.27216
circle,0.36969,0.26751,0.24,0.2347,0.59585,0.59585,0.30648,0.30102,0.24718,0.27946,0.20867,0.20867,0.59976,0.67749,0.1555,0.19492,0.38323,0.38323,0.25621,0.56112,0.79496,0.79222,0.36714,0.36714,0.44949,0.57386,0.38208,0.3902,0.309,0.309,0.47168,0.28019,0.28255,0.33769,0.27216,0.27216
circle,0.37089,0.30092,0.29239,0.27168,0.59585,0.59585,0.29795,0.3324,0.28716,0.26403,0.23861,0.23861,0.58281,0.66879,0.1646,0.18813,0.38575,0.38575,0.50526,0.67133,0.84399,0.83369,0.49712,0.49712,0.60395,0.49917,0.43182,0.45572,0.47982,0.47982,0.49439,0.26564,0.31311,0.37628,0.29417,0.29417
circle,0.49389,0.46827,0.35231,0.37269,0.46995,0.46995,0.31356,0.18763,0.34348,0.31163,0.32071,0.32071,0.63259,0.70126,0.21821,0.24941,0.44981,0.44981,0.45287,0.70982,0.93449,1.0,0.49712,0.49712,1.0,0.73481,0.49631,0.48626,0.56888,0.56888,0.35573,0.16782,0.41039,0.44165,0.35235,0.35235
circle,0.23846,0.22245,0.30447,0.25905,0.46995,0.46995,0.41415,0.34234,0.29553,0.27946,0.32071,0.32071,0.74399,0.79504,0.22809,0.28539,0.44981,0.44981,0.38358,0.60201,0.83007,0.85003,0.45212,0.45212,0.74367,0.77783,0.47741,0.49659,0.56888,0.56888,0.60142,0.34575,0.37267,0.45326,0.35235,0.35235
circle,0.09309,0.24373,0.17913,0.16211,0.19007,0.19007,0.36762,0.37277,0.21748,0.22645,0.22203,0.22203,0.78338,0.83356,0.17029,0.22803,0.42173,0.42173,0.54885,0.72004,0.68109,0.68771,0.35839,0.35839,0.42664,0.59608,0.3884,0.41274,0.3607,0.3607,0.76253,0.58529,0.24216,0.29797,0.21024,0.21024
circle,0.44397,0.4954,0.13481,0.13781,0.11355,0.11355,0.28243,0.27803,0.21038,0.19974,0.22203,0.22203,0.81626,0.89316,0.13108,0.20005,0.35228,0.35228,0.10847,0.3195,0.67279,0.73653,0.35128,0.35128,0.13766,0.00449,0.31566,0.32297,0.32308,0.32308,0.51837,0.45037,0.2196,0.27863,0.1603,0.1603
circle,0.35741,0.31093,0.13633,0.1276,0.11355,0.11355,0.02898,0.03789,0.16592,0.12221,0.13032,0.13032,0.86314,0.91493,0.10229,0.15708,0.35228,0.35228,0.35786,0.49842,0.63025,0.65735,0.3507,0.3507,0.82879,0.57599,0.29966,0.30417,0.31089,0.31089,0.42111,0.32398,0.15383,0.20346,0.1481,0.1481
circle,0.21274,0.26835,0.20868,0.18452,0.41934,0.41934,0.11017,0.1839,0.21545,0.13943,0.11054,0.11054,0.88662,0.89385,0.14113,0.16748,0.43578,0.43578,0.52204,0.7883,0.72335,0.77572,0.35426,0.35426,0.64705,0.50508,0.3532,0.33529,0.43327,0.43327,0.46741,0.36856,0.16629,0.20844,0.1481,0.1481
circle,0.15416,0.28589,0.24255,0.2159,0.41934,0.41934,0.17047,0.29451,0.23104,0.16964,0.20904,0.20904,0.98078,1.0,0.16635,0.2201,0.47931,0.47931,0.41537,0.72034,0.65683,0.664,0.35426,0.35426,0.62896,0.75798,0.33341,0.30842,0.43327,0.43327,0.31528,0.32319,0.22491,0.31128,0.1031,0.1031
circle,0.23384,0.24165,0.22266,0.20769,0.24408,0.24408,0.29882,0.33954,0.21432,0.20625,0.20904,0.20904,0.94316,0.96919,0.14013,0.13807,0.47931,0.47931,0.45244,0.69328,0.61803,0.54011,0.33859,0.33859,0.17471,0.76412,0.33873,0.36092,0.24622,0.24622,0.36104,0.34693,0.35169,0.47598,0.20276,0.20276
circle,0.24842,0.20201,0.2087,0.20009,0.24192,0.24192,0.38366,0.64832,0.23788,0.2424,0.17345,0.17345,0.83148,0.89751,0.13053,0.14938,0.4239,0.4239,0.53516,0.72365,0.69715,0.64804,0.33859,0.33859,0.06317,0.31057,0.3945,0.38964,0.41223,0.41223,0.71178,0.62475,0.36153,0.46523,0.20276,0.20276
